Year,Month,Avg_Temp,Avg_Feelslike,Avg_Dew,Avg_Humidity,Avg_Precipitation,Avg_Precipitation_Probability,Avg_Precipitation_Coverage,Avg_Snowfall,Avg_Snow_Depth,Avg_Wind_Gust,Avg_Wind_Speed,Avg_Wind_Direction,Avg_Pressure,Avg_Cloud_Cover,Avg_Visibility,Avg_Solar_Radiation,Avg_Solar_Energy,Avg_UV_Index
2017,1,12.958064516129031,12.738709677419354,9.638709677419355,82.20322580645161,2.174193548387097,35.483870967741936,2.2854838709677416,0.0,0.0,14.783870967741937,6.670967741935483,226.0774193548387,1017.9806451612903,43.75483870967742,1.4387096774193548,137.63548387096773,11.870967741935484,5.645161290322581
2017,2,16.675,16.632142857142856,11.103571428571428,72.97857142857143,0.3821428571428571,14.285714285714286,2.232142857142857,0.0,0.0,16.17142857142857,7.742857142857143,277.37857142857143,1015.7892857142857,33.29642857142857,1.9392857142857145,196.59642857142856,16.978571428571428,7.214285714285714
2017,3,21.003225806451614,20.903225806451612,12.061290322580644,61.096774193548384,1.2838709677419353,22.580645161290324,3.0916129032258066,0.0,0.0,18.509677419354837,8.235483870967741,276.4709677419355,1011.1709677419354,26.648387096774194,2.2774193548387096,245.46774193548387,21.183870967741935,8.548387096774194
2017,4,29.423333333333336,29.026666666666664,12.343333333333334,38.809999999999995,1.0733333333333335,26.666666666666668,1.9446666666666668,0.0,0.0,22.256666666666668,10.536666666666667,207.45,1005.1533333333333,16.34,2.1866666666666665,292.0833333333333,25.16,9.566666666666666
2017,5,32.877419354838715,33.36451612903225,16.135483870967743,39.599999999999994,0.6096774193548387,67.74193548387096,5.779677419354839,0.0,0.0,21.822580645161292,9.761290322580646,173.76774193548388,1002.7645161290322,28.732258064516127,1.903225806451613,294.06774193548387,25.425806451612903,9.35483870967742
2017,6,31.936666666666667,34.836666666666666,21.236666666666668,57.68666666666666,4.496666666666667,63.333333333333336,7.500333333333333,0.0,0.0,19.196666666666665,9.376666666666667,212.43333333333334,999.31,31.13,2.0900000000000003,267.1666666666667,23.06,8.366666666666667
2017,7,31.070967741935487,38.75806451612903,25.990322580645163,75.34193548387097,3.5354838709677416,93.54838709677419,12.366451612903226,0.0,0.0,18.47741935483871,8.374193548387098,136.36451612903227,998.9903225806452,57.690322580645166,2.2451612903225806,233.958064516129,20.20967741935484,7.967741935483871
2017,8,30.287096774193547,37.49677419354839,26.05806451612903,79.09032258064516,13.687096774193549,90.3225806451613,11.021935483870967,0.0,0.0,17.393548387096775,7.732258064516128,153.38064516129032,1000.5870967741936,54.95161290322581,2.1903225806451614,214.02903225806452,18.429032258064513,7.419354838709677
2017,9,29.45,32.52,23.02,71.38666666666667,4.89,40.0,4.5840000000000005,0.0,0.0,15.860000000000001,6.843333333333334,240.79,1004.9466666666667,24.676666666666666,2.146666666666667,219.58333333333334,18.959999999999997,7.566666666666666
2017,10,26.76451612903226,27.038709677419355,17.187096774193545,59.596774193548384,0.0032258064516129032,3.225806451612903,0.13451612903225807,0.0,0.0,14.893548387096773,6.467741935483871,172.89999999999998,1008.7741935483871,1.5774193548387097,1.729032258064516,213.26774193548388,18.4,7.548387096774194
2017,11,18.10666666666667,18.103333333333335,12.833333333333334,74.40333333333334,0.11666666666666667,6.666666666666667,1.25,0.0,0.0,13.133333333333333,6.073333333333333,227.97666666666666,1014.7766666666666,17.04,0.9133333333333333,164.9633333333333,14.233333333333333,6.333333333333333
2017,12,14.229032258064517,14.05483870967742,9.05483870967742,74.42903225806452,0.5806451612903226,6.451612903225806,0.4032258064516129,0.0,0.0,14.206451612903225,6.948387096774193,268.8225806451613,1017.6064516129032,26.729032258064517,1.0225806451612902,146.11612903225807,12.648387096774194,5.741935483870968
2018,1,12.541935483870969,12.225806451612904,7.854838709677419,77.09032258064516,0.5806451612903226,3.225806451612903,0.4032258064516129,0.0,0.0,15.087096774193547,7.209677419354839,261.85806451612905,1015.3516129032258,19.816129032258065,0.9290322580645162,157.2258064516129,13.380645161290323,6.064516129032258
2018,2,16.72142857142857,16.635714285714286,9.975,68.53928571428571,0.8821428571428571,14.285714285714286,1.6371428571428572,0.0,0.0,16.992857142857144,7.742857142857143,253.21785714285716,1015.2071428571428,33.767857142857146,1.5892857142857142,196.7357142857143,17.00357142857143,7.25
2018,3,22.95483870967742,22.77741935483871,13.751612903225807,60.380645161290325,0.07419354838709678,22.580645161290324,1.479032258064516,0.0,0.0,19.05806451612903,8.751612903225807,266.8354838709677,1010.6096774193549,18.725806451612904,2.2451612903225806,246.97096774193548,21.33225806451613,8.451612903225806
2018,4,28.64333333333333,28.493333333333332,14.453333333333335,46.57666666666667,0.5133333333333333,50.0,4.167333333333334,0.0,0.0,21.95,9.446666666666665,191.85,1006.6966666666667,25.03666666666667,2.2366666666666664,282.2633333333333,24.36,9.266666666666667
2018,5,32.57096774193548,32.68064516129032,14.906451612903227,38.538709677419355,0.7032258064516129,45.16129032258065,3.7635483870967743,0.0,0.0,22.74516129032258,10.319354838709677,214.46451612903223,1002.8193548387097,23.048387096774192,2.1225806451612903,304.7354838709677,26.316129032258065,9.612903225806452
2018,6,32.93666666666667,36.74666666666666,22.040000000000003,56.22,5.3533333333333335,63.333333333333336,4.862,0.0,0.0,20.970000000000002,10.360000000000001,186.3,997.52,30.956666666666667,1.9966666666666666,263.80333333333334,22.796666666666667,8.266666666666667
