District,Year,Month,Avg_Temp,Avg_Feelslike,Avg_Dew,Avg_Humidity,Avg_Precipitation,Avg_Precipitation_Probability,Avg_Precipitation_Coverage,Avg_Snowfall,Avg_Snow_Depth,Avg_Wind_Gust,Avg_Wind_Speed,Avg_Wind_Direction,Avg_Pressure,Avg_Cloud_Cover,Avg_Visibility,Avg_Solar_Radiation,Avg_Solar_Energy,Avg_UV_Index,Cases
moga,2017,4,30.09,29.52,11.56,36.46,0.44,40.0,4.03,0.0,0.0,22.72,10.79,196.09,1005.28,17.12,1.89,289.91,25.01,9.53,0
moga,2017,5,33.15,33.54,15.84,38.32,0.92,67.74,6.86,0.0,0.0,21.04,9.65,145.55,1002.9,29.72,1.87,291.92,25.21,9.29,0
moga,2017,6,32.14,35.24,21.46,57.85,5.92,60.0,20.97,0.0,0.0,17.86,8.82,164.65,999.34,28.45,1.93,266.59,23.04,8.3,2
moga,2017,7,31.01,39.09,26.29,76.85,7.54,96.77,28.9,0.0,0.0,16.85,7.95,128.41,998.96,55.31,1.96,230.47,19.88,7.81,1
moga,2017,8,30.29,38.03,26.41,80.6,3.07,93.55,26.61,0.0,0.0,16.62,7.99,138.04,1000.56,52.36,1.89,216.81,18.69,7.52,1
moga,2017,9,28.9,32.2,23.65,75.37,1.72,53.33,12.5,0.0,0.0,13.05,6.32,209.51,1005.03,20.13,1.5,223.81,19.31,7.7,1
moga,2017,10,25.82,26.27,18.05,65.3,0.06,6.45,0.54,0.0,0.0,12.14,6.43,123.49,1008.86,1.4,1.17,212.78,18.4,7.55,0
moga,2017,11,17.8,17.75,12.93,75.98,0.3,13.33,2.78,0.0,0.0,11.71,6.11,245.2,1014.88,19.29,0.58,163.28,14.09,6.17,0
moga,2017,12,13.97,13.71,8.52,72.74,0.66,6.45,3.9,0.0,0.0,13.14,6.97,260.29,1017.75,28.72,0.65,145.47,12.6,5.74,0
moga,2018,1,12.28,11.86,7.79,76.99,0.47,3.23,2.02,0.0,0.0,13.28,7.13,221.85,1015.45,22.79,0.63,157.09,13.25,6.06,0
moga,2018,2,16.23,16.09,9.83,69.29,0.73,17.86,6.7,0.0,0.0,15.62,8.32,238.43,1015.39,36.31,1.29,195.11,16.86,7.18,0
moga,2018,3,22.61,22.47,13.67,60.84,0.4,25.81,4.17,0.0,0.0,17.11,8.81,238.61,1010.85,20.12,1.77,244.47,21.14,8.29,0
moga,2018,4,28.35,28.14,14.73,48.16,0.85,56.67,6.67,0.0,0.0,20.02,9.22,163.27,1006.91,27.35,1.84,281.19,24.26,9.17,0
moga,2018,5,32.76,32.51,13.95,36.08,0.72,54.84,6.85,0.0,0.0,22.17,10.56,207.49,1002.99,22.98,1.93,302.73,26.15,9.68,0
moga,2018,6,33.44,37.01,21.62,53.34,2.72,60.0,15.14,0.0,0.0,20.57,10.47,171.56,997.49,29.37,1.83,266.53,23.03,8.4,0
moga,2018,7,30.48,37.89,26.1,78.58,8.27,90.32,37.23,0.0,0.0,15.67,8.6,174.51,997.19,51.98,1.68,223.73,19.32,7.65,1
moga,2018,8,30.15,37.89,26.5,81.65,3.67,80.65,29.03,0.0,0.0,14.81,6.46,147.86,998.98,67.06,1.61,213.09,18.38,7.58,0
moga,2018,9,27.84,31.26,23.97,80.77,8.68,70.0,16.39,0.0,0.0,14.75,7.7,140.88,1005.64,42.09,1.79,197.92,17.08,7.0,0
moga,2018,10,24.05,24.4,17.63,70.27,0.1,16.13,1.34,0.0,0.0,12.88,6.72,145.49,1012.3,9.67,1.52,209.48,18.07,7.65,0
moga,2018,11,18.71,18.7,12.38,70.01,0.66,20.0,3.47,0.0,0.0,14.74,7.13,176.79,1015.32,22.46,0.94,166.39,14.35,6.37,0
moga,2018,12,12.68,12.27,8.28,77.55,0.87,16.13,4.97,0.0,0.0,12.2,6.34,221.95,1018.04,15.55,0.79,150.35,13.02,5.9,0
moga,2019,1,11.62,11.12,7.7,79.27,2.86,32.26,13.17,0.0,0.0,13.46,6.87,215.73,1019.27,41.15,0.97,147.41,12.71,5.77,0
moga,2019,2,14.19,14.06,10.66,81.08,3.8,50.0,22.77,0.0,0.0,15.0,7.22,176.11,1016.3,54.5,1.27,170.41,14.72,6.54,0
moga,2019,3,18.98,18.98,12.62,69.86,0.81,35.48,7.26,0.0,0.0,15.79,7.47,213.91,1013.72,36.54,1.72,228.06,19.71,8.06,0
moga,2019,4,27.23,27.32,16.11,55.17,2.08,46.67,7.78,0.0,0.0,17.44,8.91,216.42,1007.77,39.34,1.8,275.83,23.79,8.97,0
moga,2019,5,30.51,30.4,15.07,43.98,0.9,51.61,6.32,0.0,0.0,17.86,9.31,232.98,1004.1,29.24,1.94,298.3,25.8,9.52,0
moga,2019,6,34.0,36.19,19.06,45.28,0.65,53.33,7.36,0.0,0.0,20.51,9.56,171.54,999.12,18.36,1.94,295.95,25.55,9.17,0
moga,2019,7,30.62,37.09,25.41,75.39,5.46,90.32,35.89,0.0,0.0,18.11,8.29,118.58,997.9,55.53,1.71,216.85,18.75,7.32,1
moga,2019,8,29.96,37.47,26.37,81.82,5.83,90.32,30.91,0.0,0.0,15.28,6.98,120.59,1000.47,61.97,1.74,214.78,18.5,7.55,1
moga,2019,9,29.41,35.44,25.43,80.04,1.44,70.0,11.94,0.0,0.0,14.51,7.66,110.0,1005.17,28.28,1.68,211.53,18.26,7.43,1
moga,2019,10,25.06,25.45,18.37,68.94,0.11,25.81,1.48,0.0,0.0,15.05,6.79,192.28,1012.13,18.18,1.28,196.88,16.98,7.06,0
moga,2019,11,19.37,19.37,13.9,73.12,1.63,30.0,7.08,0.0,0.0,15.08,6.8,224.19,1015.4,40.98,1.0,144.63,12.49,5.9,0
moga,2019,12,11.3,10.99,8.57,85.11,0.73,9.68,4.17,0.0,0.0,12.85,5.91,221.7,1019.03,45.69,0.59,129.56,11.19,5.19,0
moga,2020,1,11.17,10.76,8.22,83.61,1.47,32.26,11.16,0.0,0.0,13.79,7.03,227.71,1018.0,47.9,0.75,135.47,11.65,5.65,0
moga,2020,2,15.4,15.2,10.35,74.5,1.75,17.24,6.18,0.0,0.0,16.31,8.01,233.4,1017.05,26.31,1.08,195.64,16.88,7.17,0
moga,2020,3,19.15,19.17,14.52,76.66,3.99,51.61,16.67,0.0,0.0,18.06,8.76,166.1,1013.14,46.75,1.68,214.51,18.55,7.81,0
moga,2020,4,25.73,25.72,15.86,58.52,0.99,43.33,7.5,0.0,0.0,18.33,8.78,217.53,1009.72,38.01,2.3,271.83,23.5,8.93,0
moga,2020,5,30.36,30.64,16.87,48.87,2.14,54.84,11.29,0.0,0.0,21.11,9.88,165.16,1004.22,31.51,2.29,286.42,24.75,9.39,0
moga,2020,6,31.87,36.41,22.79,60.86,0.63,50.0,6.11,0.0,0.0,16.78,9.11,98.86,1000.06,19.77,2.35,283.98,24.5,8.63,1
moga,2020,7,30.93,38.25,25.89,75.78,4.28,77.42,24.6,0.0,0.0,16.74,7.76,136.55,999.5,37.18,2.05,241.62,20.91,7.71,0
moga,2020,8,30.25,38.31,26.66,81.76,4.35,93.55,34.95,0.0,0.0,16.94,7.97,120.27,999.28,53.77,2.24,203.26,17.52,7.26,0
moga,2020,9,30.4,35.26,24.05,70.84,1.9,36.67,9.17,0.0,0.0,13.88,6.6,204.31,1003.43,20.85,2.07,224.01,19.32,7.83,0
moga,2020,10,25.08,25.0,14.73,56.4,0.03,3.23,0.27,0.0,0.0,12.14,6.66,266.24,1008.58,1.29,1.61,217.18,18.76,7.65,0
moga,2020,11,17.47,17.37,10.41,67.2,0.88,10.0,4.17,0.0,0.0,12.36,7.02,229.31,1016.69,18.01,1.22,165.17,14.27,6.23,0
moga,2020,12,12.62,12.21,8.76,79.85,0.44,9.68,1.34,0.0,0.0,13.24,6.59,275.69,1017.24,20.81,0.81,150.48,13.0,5.94,0
pathankot,2017,1,12.16,11.99,7.23,73.48,6.4,58.06,26.48,0.0,0.0,14.96,5.81,107.85,1018.03,53.43,2.34,114.27,9.86,4.77,0
pathankot,2017,2,16.12,16.11,9.75,67.65,3.7,35.71,13.69,0.0,0.0,15.71,6.96,197.78,1015.98,44.78,2.48,172.17,14.85,6.39,0
pathankot,2017,3,19.08,18.96,9.67,57.54,1.58,45.16,15.05,0.0,0.0,17.15,7.67,212.39,1011.92,44.69,2.44,217.12,18.79,7.71,0
pathankot,2017,4,25.64,25.43,12.94,48.36,2.84,46.67,11.11,0.0,0.0,18.64,8.74,82.51,1006.54,29.38,2.44,275.36,23.78,9.27,0
pathankot,2017,5,29.53,29.45,14.8,43.24,0.72,64.52,6.72,0.0,0.0,18.14,7.97,84.33,1004.4,39.54,2.48,270.87,23.42,8.9,0
pathankot,2017,6,29.42,30.46,18.95,57.0,6.79,56.67,16.25,0.0,0.0,15.85,6.6,117.83,1000.58,29.83,2.37,253.42,21.89,8.07,1
pathankot,2017,7,28.76,33.13,24.58,78.84,10.79,96.77,51.48,0.0,0.0,13.68,5.18,149.33,1000.37,60.97,2.25,188.51,16.27,6.52,1
pathankot,2017,8,28.2,32.12,24.6,81.41,4.75,96.77,45.3,0.0,0.0,13.06,5.31,176.53,1001.8,54.8,2.33,190.38,16.41,6.68,0
pathankot,2017,9,27.73,29.31,21.57,70.83,0.88,60.0,11.94,0.0,0.0,14.09,5.56,204.02,1005.92,20.11,2.57,216.27,18.69,7.4,1
pathankot,2017,10,24.93,24.99,15.14,57.04,0.02,9.68,0.4,0.0,0.0,14.14,6.12,105.63,1009.69,4.44,2.5,204.24,17.64,7.45,0
pathankot,2017,11,17.02,17.0,10.47,66.91,0.55,23.33,6.67,0.0,0.0,12.64,5.24,126.56,1015.16,20.94,2.48,152.12,13.15,5.87,0
pathankot,2017,12,13.75,13.67,7.9,69.67,1.95,19.35,7.93,0.0,0.0,12.5,5.62,132.35,1017.51,33.28,2.44,132.37,11.41,5.42,0
pathankot,2018,1,12.13,12.03,6.22,68.96,0.25,9.68,2.29,0.0,0.0,12.58,5.6,222.53,1015.15,20.76,2.48,153.34,12.94,5.94,0
pathankot,2018,2,15.72,15.64,8.13,63.01,1.98,21.43,7.89,0.0,0.0,15.41,6.91,191.34,1015.43,40.13,2.46,184.82,15.95,6.86,0
pathankot,2018,3,20.62,20.46,10.25,54.34,0.91,32.26,9.68,0.0,0.0,17.36,7.62,195.25,1011.37,32.37,2.48,229.41,19.83,8.06,0
pathankot,2018,4,25.08,24.78,12.67,49.12,1.57,56.67,7.92,0.0,0.0,17.23,7.72,131.98,1007.99,36.46,2.48,260.03,22.45,8.73,0
pathankot,2018,5,29.13,28.53,12.03,38.83,0.74,54.84,7.8,0.0,0.0,18.86,8.57,169.94,1004.35,28.97,2.44,288.54,24.92,9.39,0
pathankot,2018,6,30.58,31.95,19.31,54.07,3.46,63.33,16.94,0.0,0.0,17.45,7.13,173.28,998.95,32.98,2.44,256.46,22.16,7.93,0
pathankot,2018,7,28.47,32.46,24.08,77.76,8.41,93.55,43.82,0.0,0.0,14.15,5.27,159.24,998.46,54.92,2.38,203.22,17.54,6.71,3
pathankot,2018,8,28.12,31.86,24.41,80.86,7.53,100.0,55.91,0.0,0.0,13.73,5.12,159.41,1000.22,68.31,2.35,181.78,15.67,6.26,0
pathankot,2018,9,26.06,27.77,21.88,78.54,11.38,73.33,31.25,0.0,0.0,13.56,5.76,175.33,1006.71,45.41,2.57,189.93,16.39,6.93,1
pathankot,2018,10,22.31,22.26,13.41,59.61,0.32,22.58,2.02,0.0,0.0,13.93,6.52,49.4,1012.96,16.0,2.5,203.24,17.55,7.35,0
pathankot,2018,11,17.31,17.31,10.59,66.23,0.87,20.0,7.36,0.0,0.0,13.39,5.82,110.16,1015.81,35.07,2.48,152.19,13.14,5.97,0
pathankot,2018,12,12.24,12.09,6.48,69.55,0.57,22.58,6.72,0.0,0.0,12.68,5.65,122.78,1018.03,22.04,2.5,140.3,12.11,5.65,1
pathankot,2019,1,11.28,11.07,5.92,70.96,3.75,58.06,23.39,0.0,0.0,14.2,5.93,86.37,1019.23,53.44,2.34,116.6,10.07,4.74,0
pathankot,2019,2,13.41,13.33,8.45,73.18,9.17,64.29,32.74,0.0,0.0,17.46,6.74,123.86,1016.52,62.4,2.34,147.36,12.72,5.75,0
pathankot,2019,3,17.82,17.77,10.03,62.58,1.4,54.84,11.02,0.0,0.0,15.85,7.07,183.7,1013.93,44.7,2.5,210.83,18.22,7.55,0
pathankot,2019,4,25.47,25.13,12.75,48.49,1.65,36.67,7.5,0.0,0.0,18.3,8.08,146.7,1008.76,46.82,2.48,260.52,22.46,8.57,0
pathankot,2019,5,28.18,27.61,12.26,41.01,0.71,29.03,4.17,0.0,0.0,18.71,7.99,165.77,1005.16,35.71,2.46,292.93,25.36,9.42,0
pathankot,2019,6,31.56,31.71,15.63,41.05,0.74,53.33,6.25,0.0,0.0,19.35,8.09,166.41,1000.4,24.76,2.46,294.94,25.49,9.13,0
pathankot,2019,7,28.64,31.91,23.44,75.19,9.27,93.55,47.04,0.0,0.0,14.31,5.78,143.64,999.29,60.76,2.38,200.4,17.32,6.77,2
pathankot,2019,8,28.26,32.02,24.2,79.34,6.99,96.77,40.32,0.0,0.0,13.42,5.32,165.86,1001.72,64.78,2.36,184.11,15.83,6.65,2
pathankot,2019,9,27.24,30.1,23.17,79.17,2.81,93.33,36.39,0.0,0.0,13.23,5.37,128.47,1006.42,38.64,2.48,185.67,16.04,6.43,2
pathankot,2019,10,22.79,22.98,16.42,68.86,0.21,29.03,2.42,0.0,0.0,12.99,5.65,104.68,1012.85,23.91,2.5,192.15,16.62,7.06,0
pathankot,2019,11,17.73,17.73,12.51,72.71,3.2,46.67,17.36,0.0,0.0,13.93,6.16,102.26,1015.77,51.21,2.67,131.94,11.39,5.3,1
pathankot,2019,12,11.11,11.01,7.33,78.39,3.37,16.13,9.54,0.0,0.0,11.83,5.08,139.41,1018.67,36.88,2.42,126.13,10.89,5.16,0
pathankot,2020,1,11.02,10.89,6.87,76.74,5.38,54.84,26.08,0.0,0.0,14.02,6.16,149.48,1017.77,55.71,2.36,116.73,10.09,4.71,0
pathankot,2020,2,14.8,14.74,8.2,66.28,0.39,37.93,5.89,0.0,0.0,14.48,6.53,175.63,1017.07,30.51,2.43,186.46,16.08,7.0,0
pathankot,2020,3,17.59,17.59,11.19,67.51,6.27,61.29,23.12,0.0,0.0,17.65,7.58,155.51,1013.67,54.87,2.42,196.45,16.96,7.29,0
pathankot,2020,4,23.07,22.99,13.27,56.28,1.24,46.67,9.31,0.0,0.0,15.89,6.82,98.41,1010.73,49.07,2.5,252.97,21.8,8.57,0
pathankot,2020,5,27.76,27.43,13.66,45.27,1.69,58.06,8.6,0.0,0.0,17.35,7.69,179.14,1005.51,40.03,2.5,275.16,23.81,8.97,0
pathankot,2020,6,29.42,31.16,19.57,57.45,1.1,56.67,9.86,0.0,0.0,15.5,6.52,180.92,1001.46,24.34,2.47,280.15,24.24,8.53,0
pathankot,2020,7,28.85,33.0,23.69,74.6,6.75,100.0,38.57,0.0,0.0,14.34,5.64,153.17,1000.84,41.19,2.24,220.13,19.01,7.19,0
pathankot,2020,8,28.16,32.54,24.47,80.94,9.34,100.0,57.26,0.0,0.0,13.34,5.02,145.14,1000.68,64.14,1.87,169.02,14.6,6.06,0
pathankot,2020,9,28.12,30.74,21.73,69.75,0.92,43.33,7.5,0.0,0.0,14.07,6.09,209.96,1004.57,18.35,2.44,220.25,19.0,7.57,1
pathankot,2020,10,23.68,23.59,13.23,54.48,0.0,0.0,0.0,0.0,0.0,13.73,6.32,152.58,1009.29,2.45,2.5,211.37,18.25,7.48,0
pathankot,2020,11,16.83,16.79,9.32,63.3,0.88,20.0,9.17,0.0,0.0,13.62,6.12,133.81,1016.86,30.28,2.63,148.28,12.8,5.77,0
pathankot,2020,12,12.9,12.83,7.33,70.32,1.22,22.58,5.65,0.0,0.0,12.05,5.54,132.09,1017.02,27.5,2.48,137.17,11.85,5.58,0
patiala,2017,1,13.32,13.17,10.0,82.3,2.31,41.94,5.24,0.0,0.0,15.64,9.21,256.88,1017.9,42.53,1.81,142.19,12.27,5.58,2
patiala,2017,2,17.13,17.1,11.51,72.96,0.17,21.43,2.23,0.0,0.0,18.57,11.61,289.85,1015.78,36.0,2.4,198.5,17.15,7.14,2
patiala,2017,3,21.32,21.17,11.61,58.61,1.2,25.81,3.23,0.0,0.0,21.71,13.41,289.65,1011.25,32.23,3.04,249.25,21.57,8.61,2
patiala,2017,4,29.27,28.76,11.29,37.06,1.0,36.67,2.92,0.0,0.0,23.63,14.56,207.04,1005.68,19.41,2.93,290.18,25.04,9.57,2
patiala,2017,5,32.41,32.82,15.8,40.17,0.44,67.74,4.84,0.0,0.0,22.8,11.85,206.77,1003.24,29.34,2.38,294.85,25.48,9.19,2
patiala,2017,6,31.53,34.33,21.06,59.49,4.43,63.33,8.75,0.0,0.0,19.99,12.56,231.51,999.93,35.82,2.78,265.32,22.9,8.37,2
patiala,2017,7,30.57,37.79,25.81,76.78,3.63,100.0,16.8,0.0,0.0,19.88,9.96,163.28,999.74,65.71,2.8,221.25,19.14,7.39,2
patiala,2017,8,29.56,36.25,26.08,82.37,13.45,96.77,11.29,0.0,0.0,17.44,8.45,182.1,1001.19,60.81,2.65,200.71,17.29,7.16,2
patiala,2017,9,28.33,31.43,23.61,77.22,4.75,50.0,5.83,0.0,0.0,14.81,9.62,261.08,1005.64,33.11,2.84,214.28,18.54,7.37,3
patiala,2017,10,25.87,26.49,17.83,64.13,0.0,3.23,0.13,0.0,0.0,12.88,7.59,226.71,1009.16,2.55,2.26,213.92,18.45,7.65,4
patiala,2017,11,18.32,18.34,13.02,73.92,0.07,13.33,0.83,0.0,0.0,14.04,6.57,258.48,1014.79,14.79,1.04,167.97,14.53,6.4,6
patiala,2017,12,14.45,14.34,9.98,77.18,0.59,9.68,0.81,0.0,0.0,14.31,7.3,278.89,1017.5,29.27,1.17,145.4,12.56,5.68,2
patiala,2018,1,12.75,12.46,8.6,78.7,0.56,3.23,0.54,0.0,0.0,16.53,8.15,282.16,1015.26,16.99,1.01,159.23,13.57,6.13,3
patiala,2018,2,16.88,16.81,10.69,69.76,0.84,21.43,1.94,0.0,0.0,17.68,8.99,279.67,1015.16,34.97,1.67,199.23,17.18,7.36,2
patiala,2018,3,22.89,22.86,14.23,61.21,0.07,25.81,1.75,0.0,0.0,19.71,9.32,285.09,1010.56,17.95,2.35,248.88,21.51,8.45,2
patiala,2018,4,28.34,28.42,15.11,48.55,0.48,60.0,5.42,0.0,0.0,23.05,10.02,220.86,1006.81,24.49,2.33,281.95,24.33,9.33,2
patiala,2018,5,32.01,32.62,16.15,42.07,0.97,58.06,3.9,0.0,0.0,22.58,10.6,221.91,1002.96,23.18,2.15,303.92,26.24,9.58,2
patiala,2018,6,32.23,36.47,22.7,59.94,5.75,56.67,7.08,0.0,0.0,21.84,9.92,194.57,997.83,32.21,2.07,264.9,22.88,8.3,3
patiala,2018,7,30.04,37.1,26.08,80.24,7.5,90.32,12.9,0.0,0.0,17.6,7.99,181.39,997.52,62.66,2.39,203.5,17.58,7.1,6
patiala,2018,8,29.53,36.45,26.35,83.76,5.54,100.0,14.11,0.0,0.0,16.37,6.7,141.5,999.38,75.2,2.33,190.74,16.47,6.81,3
patiala,2018,9,27.55,30.7,24.35,83.78,12.01,73.33,8.61,0.0,0.0,16.85,7.46,191.61,1005.74,48.86,2.42,187.49,16.19,6.53,2
patiala,2018,10,23.76,24.15,17.23,69.89,0.2,19.35,1.34,0.0,0.0,13.92,7.19,244.17,1012.44,9.46,2.55,213.07,18.39,7.68,2
patiala,2018,11,18.9,18.88,12.26,68.74,0.13,20.0,1.25,0.0,0.0,16.36,8.86,245.61,1015.5,26.08,2.21,169.42,14.65,6.43,0
patiala,2018,12,13.03,12.8,8.61,77.66,1.51,16.13,1.88,0.0,0.0,14.97,7.48,276.74,1018.03,13.65,1.63,155.19,13.36,5.94,0
patiala,2019,1,12.5,12.23,8.49,78.62,0.89,41.94,3.9,0.0,0.0,15.61,7.77,234.62,1018.95,39.0,1.3,150.02,12.97,5.97,4
patiala,2019,2,15.06,15.01,11.64,82.08,2.52,60.71,7.74,0.0,0.0,17.98,10.27,216.62,1016.18,58.29,1.97,172.75,14.91,6.57,3
patiala,2019,3,19.35,19.34,12.97,70.0,0.78,38.71,4.03,0.0,0.0,18.34,9.8,288.1,1013.49,35.8,2.53,231.79,20.02,8.06,3
patiala,2019,4,27.61,27.58,15.36,52.12,1.43,33.33,2.36,0.0,0.0,20.84,11.43,245.45,1007.75,34.59,2.73,279.62,24.1,9.13,3
patiala,2019,5,31.1,30.63,12.93,37.76,0.96,38.71,3.49,0.0,0.0,21.0,13.25,283.37,1004.34,30.97,3.11,302.14,26.11,9.48,3
patiala,2019,6,33.29,35.14,18.42,45.29,1.29,50.0,3.89,0.0,0.0,21.31,13.8,229.59,1000.04,28.8,3.12,297.51,25.68,9.07,4
patiala,2019,7,29.69,36.96,26.45,84.51,12.5,93.55,11.29,0.0,0.0,18.85,10.26,136.76,999.07,60.81,2.85,205.98,17.8,6.9,6
patiala,2019,8,29.53,37.68,27.04,87.45,10.88,93.55,16.4,0.0,0.0,16.41,9.19,153.25,1001.31,66.0,2.96,198.27,17.12,7.06,3
patiala,2019,9,29.12,35.03,25.57,82.21,8.04,93.33,11.11,0.0,0.0,15.52,8.83,139.72,1006.08,44.18,2.77,197.05,17.04,7.13,1
patiala,2019,10,24.78,25.48,19.46,74.67,0.53,29.03,2.55,0.0,0.0,15.75,8.33,243.17,1012.69,18.23,2.71,199.01,17.17,7.13,1
patiala,2019,11,19.41,19.42,14.41,75.1,2.07,26.67,3.89,0.0,0.0,16.85,7.82,293.46,1015.19,38.68,1.55,152.73,13.24,6.03,0
patiala,2019,12,11.7,11.46,9.32,86.55,0.24,9.68,1.88,0.0,0.0,14.46,6.98,265.42,1018.91,43.59,0.79,131.09,11.34,5.35,0
patiala,2020,1,11.81,11.53,9.24,85.51,1.57,48.39,5.65,0.0,0.0,16.1,7.81,241.39,1017.84,50.81,0.98,134.0,11.56,5.58,0
patiala,2020,2,15.51,15.37,11.34,78.01,0.23,24.14,1.15,0.0,0.0,18.82,9.07,250.5,1017.01,26.14,1.27,198.15,17.09,7.24,0
patiala,2020,3,19.55,19.56,14.64,75.33,3.49,51.61,5.11,0.0,0.0,20.2,9.61,231.46,1013.09,44.37,2.09,219.13,18.89,7.87,0
patiala,2020,4,25.74,26.0,16.7,60.74,2.04,53.33,4.17,0.0,0.0,20.85,9.31,230.3,1009.48,39.13,2.48,274.76,23.74,9.0,0
patiala,2020,5,29.77,30.27,17.38,51.68,3.3,51.61,3.63,0.0,0.0,22.39,10.65,195.65,1004.27,32.81,2.47,293.65,25.35,9.39,0
patiala,2020,6,31.17,36.53,23.85,66.84,2.19,60.0,4.44,0.0,0.0,19.1,9.12,165.92,1000.39,27.58,2.49,286.22,24.74,8.73,0
patiala,2020,7,30.38,38.36,26.49,81.03,11.31,96.77,12.1,0.0,0.0,18.48,10.25,167.75,1000.63,55.14,2.75,222.01,19.19,7.32,0
patiala,2020,8,30.0,38.51,26.68,84.01,5.33,100.0,11.96,0.0,0.0,17.83,10.31,145.02,1000.59,67.36,2.92,193.05,16.67,6.81,1
patiala,2020,9,30.19,37.01,25.57,78.37,0.24,46.67,5.56,0.0,0.0,16.32,9.83,258.03,1004.52,34.2,2.93,227.7,19.64,7.73,1
patiala,2020,10,25.09,25.53,16.05,60.89,0.01,3.23,0.13,0.0,0.0,13.04,8.7,270.35,1009.29,2.33,2.57,218.43,18.88,7.74,0
patiala,2020,11,17.59,17.55,11.53,70.21,0.5,13.33,0.97,0.0,0.0,14.02,6.95,268.55,1016.99,18.36,1.46,168.81,14.56,6.4,0
patiala,2020,12,13.03,12.7,9.76,82.18,0.4,9.68,0.81,0.0,0.0,14.91,7.28,280.76,1017.49,27.4,1.01,153.03,13.2,5.94,0
rupnagar,2017,1,12.98,12.85,9.07,79.47,4.4,54.84,5.78,0.0,0.0,15.74,9.12,260.48,1017.88,46.84,1.77,133.23,11.52,5.42,0
rupnagar,2017,2,16.82,16.8,11.05,72.19,0.35,25.0,2.23,0.0,0.0,18.15,11.62,281.09,1015.76,39.05,2.33,192.21,16.61,6.96,0
rupnagar,2017,3,20.71,20.52,10.74,57.81,0.96,32.26,3.49,0.0,0.0,21.99,13.37,292.79,1011.23,36.01,3.02,242.17,20.91,8.45,0
rupnagar,2017,4,28.5,27.87,11.07,38.34,0.89,40.0,4.31,0.0,0.0,23.95,14.38,205.94,1005.76,22.23,2.92,287.71,24.83,9.47,0
rupnagar,2017,5,31.65,31.67,14.9,39.47,0.75,67.74,4.03,0.0,0.0,22.6,11.76,208.18,1003.36,33.5,2.55,286.25,24.77,9.1,0
rupnagar,2017,6,30.92,33.23,20.55,59.15,4.61,70.0,7.78,0.0,0.0,19.93,12.02,238.15,1000.03,37.41,2.8,263.86,22.77,8.4,2
rupnagar,2017,7,30.1,36.13,25.02,75.12,6.37,96.77,11.96,0.0,0.0,17.09,9.65,171.33,999.88,67.42,2.72,212.73,18.39,7.1,2
rupnagar,2017,8,29.0,34.45,25.45,81.87,13.7,100.0,10.62,0.0,0.0,15.4,7.8,194.67,1001.35,62.05,2.52,198.51,17.12,7.1,2
rupnagar,2017,9,27.77,30.27,23.21,77.87,4.73,60.0,6.53,0.0,0.0,14.24,9.58,277.37,1005.75,34.97,2.79,214.61,18.53,7.33,3
rupnagar,2017,10,24.99,25.32,16.87,64.12,0.02,6.45,0.27,0.0,0.0,12.64,7.43,199.88,1009.27,3.25,2.36,211.74,18.27,7.61,0
rupnagar,2017,11,17.68,17.65,11.94,72.14,0.03,13.33,0.69,0.0,0.0,13.82,5.86,253.61,1014.75,17.65,1.35,164.75,14.24,6.27,0
rupnagar,2017,12,14.2,14.11,9.25,75.38,1.16,12.9,1.75,0.0,0.0,14.43,6.49,267.19,1017.35,33.38,1.33,142.97,12.35,5.71,0
rupnagar,2018,1,12.33,12.04,6.87,73.55,0.33,6.45,0.67,0.0,0.0,16.5,7.43,289.28,1015.07,22.45,1.29,157.22,13.41,6.1,0
rupnagar,2018,2,16.81,16.75,8.37,62.78,1.28,17.86,2.23,0.0,0.0,19.15,8.67,301.33,1014.96,36.42,1.94,195.91,16.93,7.25,0
rupnagar,2018,3,22.25,21.94,11.46,55.23,0.24,29.03,2.55,0.0,0.0,21.6,9.71,271.46,1010.47,23.23,2.25,242.08,20.94,8.35,0
rupnagar,2018,4,27.25,26.87,13.67,47.41,1.4,60.0,5.0,0.0,0.0,22.95,9.23,224.72,1006.86,29.02,2.15,270.78,23.39,9.1,0
rupnagar,2018,5,30.79,30.53,14.41,41.3,0.89,58.06,3.36,0.0,0.0,22.15,9.81,221.14,1003.05,27.0,2.05,298.75,25.85,9.35,0
rupnagar,2018,6,31.67,34.85,21.69,58.24,5.96,70.0,7.08,0.0,0.0,19.57,8.06,207.86,997.93,35.53,2.02,262.78,22.69,8.17,0
rupnagar,2018,7,29.56,35.16,25.18,78.16,8.63,90.32,10.22,0.0,0.0,16.2,6.93,199.89,997.59,62.83,2.07,206.5,17.85,7.32,1
rupnagar,2018,8,28.88,34.27,25.5,82.62,8.58,100.0,12.37,0.0,0.0,15.7,5.76,192.45,999.49,73.85,2.0,187.29,16.14,6.74,0
rupnagar,2018,9,26.84,29.12,23.39,82.45,10.37,80.0,10.0,0.0,0.0,15.87,6.23,219.35,1005.87,51.96,2.09,191.28,16.53,6.87,1
rupnagar,2018,10,22.86,23.0,15.92,68.45,0.38,22.58,1.21,0.0,0.0,13.14,6.96,226.74,1012.53,10.76,2.38,212.8,18.4,7.68,0
