District,Year,Month,Avg_Temp,Avg_Feelslike,Avg_Dew,Avg_Humidity,Avg_Precipitation,Avg_Precipitation_Probability,Avg_Precipitation_Coverage,Avg_Snowfall,Avg_Snow_Depth,Avg_Wind_Gust,Avg_Wind_Speed,Avg_Wind_Direction,Avg_Pressure,Avg_Cloud_Cover,Avg_Visibility,Avg_Solar_Radiation,Avg_Solar_Energy,Avg_UV_Index
mansa,2019,9,31.23,37.266666666666666,24.476666666666667,69.16666666666667,1.0266666666666666,73.33333333333333,12.916666666666666,0.0,0.0,16.58,8.406666666666666,103.85333333333332,1005.0066666666668,30.16333333333333,,215.26,18.59333333333333,7.533333333333333
mansa,2019,10,26.61935483870968,26.780645161290323,17.345161290322583,59.74193548387097,0.4903225806451612,25.806451612903224,1.881935483870968,0.0,0.0,16.10322580645161,7.461290322580645,180.07419354838711,1011.9967741935484,19.348387096774196,,198.31290322580645,17.13225806451613,7.161290322580645
mansa,2019,11,20.08,20.06,13.883333333333333,70.12666666666668,1.2100000000000002,36.66666666666666,9.445,0.0,0.0,16.23,7.533333333333333,270.65666666666664,1015.31,40.46666666666667,,151.58333333333334,13.076666666666666,6.033333333333333
mansa,2019,12,11.90967741935484,11.580645161290322,8.432258064516128,81.3225806451613,0.567741935483871,12.903225806451612,3.7635483870967743,0.0,0.0,13.180645161290323,6.341935483870968,244.26774193548388,1018.9225806451612,38.851612903225806,,139.2064516129032,12.038709677419355,5.483870967741935
mansa,2020,1,11.764516129032256,11.33548387096774,8.24516129032258,80.8225806451613,2.0387096774193547,48.38709677419355,11.962903225806452,0.0,0.0,15.019354838709678,7.274193548387097,245.3741935483871,1017.8645161290324,44.096774193548384,,143.3,12.37741935483871,5.774193548387097
mansa,2020,2,16.093103448275862,15.9,10.027586206896553,70.57241379310345,1.193103448275862,17.24137931034483,4.741724137931034,0.0,0.0,17.879310344827587,9.1,216.6586206896552,1016.9793103448276,23.79310344827586,,200.2793103448276,17.29655172413793,7.310344827586207
mansa,2020,3,20.206451612903223,20.18387096774193,14.374193548387098,72.18064516129031,2.964516129032258,51.61290322580645,16.129032258064516,0.0,0.0,18.570967741935487,8.66451612903226,170.11612903225807,1012.9451612903224,40.400000000000006,,217.3032258064516,18.783870967741933,7.838709677419355
mansa,2020,4,27.75,27.46333333333333,14.476666666666668,48.57,0.6333333333333333,46.66666666666666,6.527666666666666,0.0,0.0,20.94,10.053333333333336,212.9233333333333,1009.4733333333334,37.6,,275.38,23.78666666666667,9.0
mansa,2020,5,31.806451612903224,32.08064516129032,16.31290322580645,44.403225806451616,2.183870967741936,51.61290322580645,12.231290322580646,0.0,0.0,22.870967741935484,11.325806451612904,187.041935483871,1004.1258064516128,28.10967741935484,,294.6161290322581,25.470967741935485,9.387096774193548
mansa,2020,6,32.95666666666667,37.44666666666667,22.540000000000003,56.68333333333333,0.98,53.333333333333336,7.777333333333333,0.0,0.0,18.246666666666663,8.436666666666666,105.73666666666666,1000.0766666666666,19.25333333333333,,279.2633333333333,24.11,8.7
